text,sentiment,score
THEY SOLVED THIS DILEMMA BY REMOVING THE PAST WITHIN ITS A WONDERFUL LIFE TWIST COURTECY OF NEW BETTY RUMPELSTILTSKIN,Negative,-0.4
BUT ALSO NOT VERY ORIGINAL,Negative,-2.0
NOT A BAD IDEA FOR A SEQUEL,Positive,0.8
GONE ARE THE WICKEDLY SATIRICAL STAND UPS OF THE WORLD OF FAIRY TALES,Negative,-0.8
SHREK 4 MISSES OUT ON THE MAGIC THAT MADE THE FIRST FILM A REAL JOY TO VIEW,Positive,0.6
LIKE LIKE EVEN THE ACTORS WERE JUST LIKE YOU KNOW ITS A MOVIE ABOUT A FUCKING TOY,Negative,-1.6
THE PLOT IS RIDICULOUS BUT NO ONE TOOK IT SERIOUSLY,Negative,-1.4
LIKE THIS ONE PART WHERE THE GIRLS LIKE MY DADDY TAUGHT ME TO WIN WIN AND THEN SHES LOOKING IN THE CAMERA AND IM LIKE WOW LIKE UM THIS ACTINGS PRETTY BAD,Negative,-2.2
LAUGHING SO THEYRE JUST SITTING THERE,Positive,0.666666666667
LIKE KNOWING IS HALF THE BATTLE,Positive,0.2
BUT THE THEY THEY KNEW IT WAS JUST A MOVIE ABOUT A A A A DOLL SO THEY DIDNT TAKE IT SERIOUSLY,Negative,-1.2
LIKE IT WAS LIKE THE ACTING WAS TERRIBLE THE ACTION MADE UP FOR IT,Negative,-0.4
BUT THE MOVIE WAS WELL IT WAS RIDICULOUSLY TERRIBLE,Negative,-2.4
IVE SEEN PEOPLE GET SHOT IN THE EYE YOU KNOW AND THAT WOULD BE IT BUT PEOPLE GETTING SHOT IN THE EYE AND THEN THE THEY HEADS EXPLODE AND THEN SOME DUDE GET HIS TORSO CUT OPEN AND AND SOME DUDES HANGING OUT OF THE CAR HIS HEAD GOT BLOWN OFF AND FREAKING PEOPLE ARE FLYING AND JUMPING,Negative,-0.5
THERE WAS PARTS THIS IVE SEEN SOME CREATIVE DEPTHS IN THIS MOVIE IVE NEVER SEEN BEFORE,Positive,1.4
UM SO CHANNING TATUM AND MARLON ARE TRANSPORTING IT THEY GET AMBUSHED BY UM I THINK ITS COBRA ITS KINDA HARD TO EXPLAIN IT,Positive,0.4
UM FROM THERE IT JUST GOES INTO RIDICULOUSNESS,Negative,-1.6
CUZ ITS LIKE THE DUDE THAT MADE THE TECHNOLOGIES I I CANT RUIN THE MOVIE,Positive,1.2
I WAS LIKE YOU KNOW THEYRE BOTH HASBRO TOYS THEYRE BOTH MOVES THAT ARE COM MADE FOR CHILDREN,Neutral,0.0
THE THING ABOUT THIS MOVIE IS LIKE I I I WANNA COMPARE IT TO TRANSFORMERS 2 AND I ACTUALLY DID,Positive,0.8
BUT THE THING ABOUT GI JOE COMPARED TO TRANSFORMERS IS TRANSFOMERS 2 DIDNT KNOW WHAT IT WANTED TO DO,Negative,-1.2
BUT THEY HAVE A LOT OF ADULT SITUATIONS IN IT,Positive,0.4
AS FOR GI JOE WAS IT WAS JUST LIKE LAUGHING ITS THE THE PLOT THE THE ACTING IS TERRIBLE,Negative,-2.8
LIKE IN SOME PARTS YOU HAD PEOPLE GETTING KILLED AND THE NEXT PART YOU HAD FART JOKES AND STUPID FRAT HUMOR AND ALL THAT OTHER CRAP,Negative,-1.0
BUT ITS ITS LIKE SOMEONE MADE YOU A KICK ASS SANDWICH BUT THEY PUT MAYONNAISE ON IT AND YOU DONT LIKE MAYONNAISE AND ITS NOT LIKE TOMATO OR LETTUCE WHERE YOU CAN PICK IT OFF NO ITS GOT IT MAYONNAISE IN ITS ALL OVER EVERYTHING AND NOW YOURE STUCK WITH THIS KICK ASS SANDWICH THAT WOULD BE KICK ASS IF IT DIDNT HAVE MAYONNAISE ON IT BUT IT HAS MAYONNAISE ON IT OR YOU GO MAKE ANOTHER SANDWICH GO MAKE ANOTHER SANDWICH,Negative,-2.6
THIS MOVIE IS JUST NOT QUITE GOOD ENOUGH,Negative,-1.4
I REALLY LIKED DAVID FINCH,Positive,1.4
I LIKED ALL THE UM I LIKE THE CAST,Positive,1.6
BUT DONT GET ME WRONG ITS NOT ALL BAD,Negative,-0.4
ITS GOT MY TWO FAVORITE ACRESSES IN IT TILDA SWINTON AND CATE BLANCHETT,Positive,2.0
LIKE I SAID BEFORE IS A VERY INTERESTING IDEA,Positive,1.4
AND THEY DID A LOT OF GOOD THINGS WITH IT,Positive,1.6
BUT AND ITS A GOOD STORY,Positive,1.2
BUT CLAP HUH ITS A PASS,Negative,-2.0
WHAT WHATEVER THE NAME IS TOO LONG,Negative,-1.2
AND ITS THEY LOOKED LIKE IT HAD A GOOD CORE,Positive,0.6
ITS A VERY INTERESTING IDEA,Positive,1.25
THE FIRST PROBLEM IS THAT ITS ALL TOLD IN FLASHBACK FROM A POINT JUST BEFORE KATRINA HITS NEW ORLEANS,Negative,-1.8
BUT HM IT JUST TOO MANY PROBLEMS WITH IT,Negative,-2.4
I DONT NEED IT ALL TOLD IN FLASHBACK,Negative,-1.2
I DIDNT NEED ANY OF THAT CRAP,Negative,-2.6
IT DOSENT IT JUST ITS TOO MUCH CRAP IN HERE,Negative,-2.2
I DONT NEED THE ADDED ELEMENT OF KATRINA,Negative,-1.8
THEY JUST NEED TO CUT THAT OUT,Negative,-0.8
THE THE MOVIES IS TOO LONG,Negative,-2.0
TH WE DO NOT NEED THE ENTIRE SPAN BIRTH TO DEATH,Negative,-1.6
ANOTHER THING IS WE DONT NEED HIS ENTIRE LIFE,Negative,-1.8
AND SCALE IT DOWN ON LIKE TWO HOURS,Negative,-1.2
JUST GIVE ME A NICE INTERESTING CHOKE,Positive,1.2
UM AND IF YOURE GONNA DO MOSTLY CGI JUST MAKE AN ANIMATED MOVIE,Negative,-2.0
THIS ALSO FALLS IN TO THE TRANDY IS VERY POPULAR THESE DAYS IF YOU DO A WHOLE ALL OF CGI,Negative,-1.0
MAKES HIM LOOK TOO TOO GOOD,Negative,-0.6
THIS LOOKS LIKE IT JUST HAS A POLYURETHANE COATING ON IT,Negative,-1.0
MY NEIGHBOR PROBABLY THINKS IM CRAZY YELLING ABOUT MOVIES TO A CAMERA,Negative,-1.0
NOW I DIDNT REALLY LIKE THE FIRST HOUR THAT MUCH THOUGH,Negative,-0.4
BUT I THINK THIS ONE DID BEAT SCREAM 2,Positive,1.2
I THINK XXX I WANT TO SEE IT,Positive,1.6
IM SURE YOU ALL REMEMBER THE STAB MOVIES THAT WERE BASED ON THE SCREAM MOVIES OR THE EXPERIENCES OF SIDNEY IN UNIVERSE SO THAT PEOPLE COULD COMMENT ON THE KILLERS REENACTING THE MOVIES OR FOLLOWING UP THE MOVIES WELL IN THE FIRST HOUR THOSE BECOME WAY WAY WAY TOO MUCH OF A PLOT POINT BASICALLY,Negative,-0.8
IM JUST KINDA LIKE NO THIS IS GOING TO FAR,Negative,-1.0
BUT IT ACTUALLY BASICALLY MAKES THE CHARACTERS CONGITION NOT JUST OF THE GENRE WITHIN WHICH THEY ARE IN BUT OF THEIR OWN FRANCHISE TO A RIDICULOUS EXTENT,Negative,-1.0
SO YOU BETTER APPRECIATE THIS REVIEW,Positive,0.25
THEYRE BACK TO YOU HAVING TWO KILLERS THANKFULLY,Positive,0.8
BUT TO ANY OF YOU WHO ARE I EXPECT A THUMBS UP,Positive,1.4
HMPH MY OVERALL OPINION OF THE RESULTS OF THIS PROCESS ARE ITS BETTER THAN SCREAM 3,Positive,1.2
BECAUSE IT DOES MAKE A LOT MORE SENSE HAVING THE KILLER BE ABLE TO BE EVERYWHERE IF THERES TWO OF THEM,Positive,0.5
A LOT OF PEOPLE DONT LIKE SCREAM 2,Neutral,0.0
AND ACTUALLY IS BETTER THAN SCREAM 2,Positive,1.6
I HATED SCREAM 3,Negative,-2.4
I THINK ITS HIGHLY UNDERRATED,Positive,0.8
AND LATER TIME SHE GOES LIKE A WORLD WAR II BATTLEFIELD UM CASTLE THIS KIND OF PULLED OUT OF LORD OF THE RINGS,Negative,-0.2
IN FACT THE FIRST TIME SHE GOES IN IT LOOKS LIKE A JAPANESE TEMPLE,Neutral,0.0
ITS KIND OF PLAYING WITH THE IDEA WHATS REAL WHATS NOT WHAT THE MATRIX FILMS DID,Positive,0.2
WHATS IN HER MIND WITHIN HER MIND IN A WAY ITS KIND OF LIKE INCEPTION IN THAT WAY,Neutral,0.0
ALTHOUGH ACTUALLY THE BEST COMPARISON THIS IS THIS FILM WOULD ACTUALLY BE SOMETHING LIKE PANS LABYRINTH,Neutral,0.0
IT ONLY HAD THE POTENTIAL TO BE A FILM THAT WAS BOTH PROVKING AND ACTION PACKED,Negative,-0.4
THAT I GOT VERY LITTLE JOY OUT OF,Negative,-2.2
BUT UNFORTUNATELY ITS JUST AN UGLY WILD VIOLENT UNVOLVING AND SADISTIC EXERCISE,Negative,-2.8
THATS PRETTY HEAVILY INFERRED IN THE OPENING SEQUENCE,Neutral,0.0
IN FACT I GOT MOSTLY PAIN OUT OF IT,Negative,-2.8
NOW IT ALSO TAKES SO REALLY CREEPY XXXOF THE FACT THAT EMILY BROWNING IN THIS MOVIE LOOKS LIKE SHES UNDERAGE,Negative,-1.0
WHEN SHE GETS THERE IS FORCED TO NOT ONLY BE TRAPPED IN THE VOCATION THAT SHE OBVIOUSLY DOESNT WANNA BE IN,Negative,-0.2
THAT KIND OF LOOKS LIKE VIDEO GAME IN A CERTAIN WAY,Negative,-0.4
BUT I DONT KNOW,Negative,-0.5
SO I WILL GIVE IT POINTS FOR NOT BEING EXACTLY LIKE MY BEST FRIENDS WEDDING EVEN AT THE TRAILER SETS IT UP THAT WAY,Positive,1.0
AND WE SECOND GUESS OURSELVES,Neutral,0.0
BUT I DONT THINK SHES LEADING MATERIAL,Negative,-2.0
GINNIFER GOODWIN IS FUN TO WATCH,Positive,1.8
IF THERE IS ANY SILVERLINING IN THIS MOVIE ITS JOHN KRASINSKI,Positive,0.6
AND LIKE I SAID KATE HUDSON COULDNT BE MORE ANNOYING HERE,Negative,-1.2
BUT HE HAS SOME OF THE FUNNIEST SCENES IN THIS MOVIE,Positive,1.6
WHO I DONT USUALLY LIKE,Neutral,0.0
HE SEEMS TO BE THE ONLY REALISTIC CHARACTER HERE,Negative,-1.0
ITS ONE OF THOSE ROMANTIC COMEDIES THAT WE ALL DREAD,Negative,-2.6
ANNOYINGLY SHE KIND OF YELLS AND SCREAMS THROUGH THE WHOLE MOVIE,Negative,-1.25
NOW THE REAL STAR OF SOMETHING BORROWED IS GINNIFER GOODWIN,Positive,1.2
UM IT KIND OF FOLLOWS THE PATH OF MY BEST FRIENDS WEDDING 1997 JULIA ROBERTS MOVIE EXCEPT IT TAKES THIRTY MINUTES LONGER TO DEVIATE FROM THE SCRIPTS OF MY BEST FRIENDS WEDDING,Negative,-0.4
AND IF YOU CAN TOLERATE HER THE REST OF THE MOVIE ISNT ANY BATTER,Negative,-2.0
BUT MOSTLY ITS JUST KATE HUDSON BEING VERY ANNOYING,Negative,-1.6
THERE ARE SOME FUNNY MOMENTS,Positive,0.2
I THINK WITH WITH THESE KIND OF MOVIES WE KIND OF PREDICT,Positive,0.4
AND I THINK ITS PREDICTABLE UP AN TO A POINT,Negative,-1.0
BUT I KINDA WOULD HAVE READ THAT BEEN LIKE HM I MEAN SCHWARZANEGGER NEVER SAID ANYTHING REALLY THAT BADASS IN HIS MOVIES,Negative,-1.0
BUT ARITE AND MOVING ON THERES NO CHARACTER DEVELOPMENT IN THIS MOVIE NONE,Negative,-2.0
WELL I CAN TELL YOU RIGHT NOW I DONT REMEMBER THE NAMES OF ANY CHARACTERS NONE OF THEM WERE MEMBORABLE,Negative,-2.0
AND THEY WERE ALL JUST REALLY BLAND AND FORGETTABLE,Negative,-2.0
EVERYTHING THEY SAY JUST SOUNDS SO FUCKING STUPID,Negative,-2.2
THE ONLY ACTOR WHO CAN REALLY SELL THEIR LINES IS ERIN ECKART,Negative,-1.0
THERE ARE MOMENTS WHERE HE SAYS SOMETHING YOURE LIKE THAT JUST SOUNDED DUMB AS HELL,Negative,-2.4
BUT HE TOTALLY SELLS IT,Positive,1.2
THE ACTION IS FUCKING AWESOME,Positive,2.8
ITS VERY REMINSCENT OF DISTRICT,Neutral,0.0
THE ACTION IS REALLY REALLY WELL DIRECTED,Positive,2.6
BUT IT DIDNT TURN OUT QUITE NEARLY AS AWESOME AS THAT MOVIE DID,Negative,-1.2
9 ITS LIKE SOMEONE WATCHED THE THIRD ACT OF DISTRICT 9 A BUNCH OF TIMES LIKE LETS MAKE THIS INTO AN ENTIRE MOVIE ITLL BE AWESOME AND THATS PRETTY MUCH WHAT THEY DID HERE,Negative,-1.6
I DIDNT REALLY SEE A COMPARISON TO BLACK HAWK DOWN UNTIL LIKE THE VERY VERY END,Negative,-0.6
IN FACT THIS MOVIE ISNT EVEN ON THE SAME LEVEL AS DISTRICT 9 NOR IS IT UM FOR UH BLACK HAWK DOWN WHICH PEOPLE ARE COMPARING IT TO,Negative,-1.6
THE ALIENS ARE REALLY AWESOME,Positive,2.8
BUT NEVERTHELESS ANOTHER REALLY COOL THING ABOUT THIS MOVIE,Positive,1.8
AND THEY HAVE REALLY COOL TECHNOLOGY THATS REALLY INTERESTING TO WATCH LIKE MAKE THEM BLOW UP SHIT AND YOU KNOW,Positive,2.4
THEY DESIGNED THE ALIENS IN A REALLY COOL UNIQUE WAY TO MAKE THEM LIKE BIOTIC BUT ALSO MECHANICAL,Positive,2.4
BUT ITS NOT ALWAYS QUITE EXPLAINED YOU KNOW LIKE EVERYTHING ABOUT THE ALIENS,Negative,-0.6
AND THEY ALWAYS LIKE PULL OUT SOMETHING NEW,Positive,0.5
LIKE ENOUGH THAT IT ACTUALLY IS A GOOD REASON WHY THEY WHY THEYRE ATTACKING,Positive,1.33333333333
BUT THEY GIVE YOU A GOOD AMOUNT OF INFORMATION ABOUT THEM,Positive,0.8
UH THE DIALOGUE IS TERRIBLE,Negative,-2.8
AND IT KEEPS YOUR INTERESTS IN THE ACTION SCENES AT LEAST DURING THIS MOVIE,Positive,1.2
NOTHING IN THIS MOVIE IS CLEVERLY WRITTEN,Positive,2.2
THERE IS NO GOOD DIALOGUE,Negative,-2.4
BUT IT DOES HAVE SOME ADULT HUMOUR,Positive,0.6
THOSE ARE QUOTE IN THIS MOVIE THAT SOUNDED SO DIRTY COMING OUT,Negative,-0.2
BUT IT AS GREAT,Positive,2.0
YES UM SOMETHING ABOUT WAFFLE HOLE AM I THE ONLY ONE AM I PERVERTED NOT TO THINK THAT THAT SOUNDS DIRTY COZ IT TOTALLY DOES WAFFLE HOLE,Negative,-0.8
THE THIRD ONE WAS MORE KID HUMOUR THOUGH,Positive,0.4
IT DIDNT HAVE THAT MUCH ADULT HUMOUR IN IT,Negative,-0.2
UM YEAH THE FOURTH ONE IT DOES HAVE KID HUMOUR DEFINATELLY,Positive,0.4
ITS A KIDS MOVIE,Negative,-0.2
IT HAD ME LAUGHING OUT LOUD,Positive,2.0
AND I DONT THINK THAT MANY OTHER PEOPLE WERE LAUGHING ABOUT IT,Negative,-0.75
WHICH I WAS NOT EXCITED TO SEE,Negative,-1.6
AND I HAVE TO ADMIT I I LIKE SHREK I DO,Positive,0.8
AND IT ACTUALLY SURPRISED ME,Positive,1.2
UM THEYVE BECOME QUITE A BIT OVERRATED,Negative,-1.33333333333
I LIKE THE FIRST TWO SHREKS QUITE A BIT,Positive,1.0
THE THIRD ONE WAS A PIECE OF CRAP,Negative,-2.4
BUT THE FIRST TWO WERE PRETTY EXCELLENT,Positive,2.0
UM WHICH ACTUALLY WAS REALLY GOOD,Positive,1.8
AND THATS WHY I WAS NOT EXCITED ABOUT THE FOURTH ONE,Negative,-1.4
UM I I DID ENJOY IT,Positive,0.5
I DID LIKE THE FOURTH ONE QUITE A BIT,Positive,2.0
AND IT JUST WAS BETTER,Positive,0.6
IT REMINDED ME OF THE FIRST ONE HAD THE SAME KIND OF VIBE LIKE THE FIRST ONE,Positive,0.2
COZ THE FIRST TWO WERE GREAT AND THEY BROUGHT IN THE KIDS AND IT MADE IT MORE KIDDY FRIENDLY MOVIE,Negative,-0.8
MAYBE ITS THE BABY OGRES MAYBE BRINGING IN THE BABY OGRES REALLY BROUGHT IT DOWN,Negative,-1.8
BUT THEY WERE HAD ADULT HUMOUR,Positive,0.8
THE FIRST TWO WERE KID MOVIES,Positive,0.25
AND WOULD GO OVER THE KIDS HEADS AND THIS IS WHAT THE FOURTH ONE KIND OF HAS,Negative,-0.6
I THOUGH THAT ADULTS WOULD APPRECIATE,Positive,0.4
BECAUSE MY ONE OF MY COUSINS DOESNT LIKE THE GLASSES,Negative,-1.0
UM YEAH ITS ITS BETTER THAN THE THIRD ONE ABSOLUTELY,Positive,1.6
LIKE I DONT UNDERSTAND,Negative,-1.4
LIKE I I ACTUALLY FELT MYSELF CHECKING THE TIME CUZ I WAS LIKE WHEN IS THIS MOVIE GOING TO END,Negative,-2.4
I DO NOT WANNA SEE ANY MORE OF THIS,Negative,-2.8
AND I TELL I COULDNT GET OUT OF THAT MOVIE THEATRE FAST ENOUGH,Negative,-2.8
UM YEAH SO WE WERE OUT FOR MOST OF IT WE WERE TALKING ABOUT I WAS TEXTING I JUST LIKE I HAD ABSOLUTELY THE FILM HAD NO DRAW TO ME,Negative,-1.8
THE BEGINNING STARTED OFF GREAT WITH A COUPLE GOOD JOKES,Positive,1.8
AND REALLY FUNNY UH ANIMATION STUFF IT WAS GREAT REALLY FUNNY,Positive,2.6
UM AND THEN TOWARDS THE MIDDLE IT WAS LIKE WHAT IS GOING ON,Negative,-2.4
UM IN GENERAL UM THE LITTLE KIDS SEEMED TO LIKE IT THAT WERE IN THERE,Positive,0.8
BUT THE ADULTS WERE THE ADULTS THAT WERE ACTUALLY ATTEMPTING TO WATCH IT AND THE PEOPLE WHO WERE MY AGE AS WELL WERE LIKE WHAT DID I JUST SEE,Negative,-1.2
YES WHEN YOU HEAR JOHNNY DEPP YOU THINK UH THIS MOVIE HAS TO BE GOOD,Positive,0.2
IT WAS REALLY BORING TO ME,Negative,-2.4
IM NOT GOING TO LIE TO YOU IT WASNT GOOD,Negative,-2.2
I GO FOR LIKE THE MORE OLDIES TYPE TYPE FILMS I GUESS LIKE THE OLDER PIXAR FILMS LIKE TOY STORY AND ALL THAT STUFF,Negative,-1.0
CHUCKLING I MEAN AND I DONT ACTUALLY GO AND IM NOT BEING BIASED BECAUSE I DONT REALLY GO FOR THE ANIMATED TYPE FILMS,Negative,-1.2
LAUGHING YOU KNOW A MOVIES TERRIBLE WHEN A PERSON TRYING TO REVIEW IT DOESNT EVEN KNOW WHAT TO SAY BUT I DONT KNOW THIS MOVIE WAS,Negative,-2.8
UM BUT THIS ONE WAS UH I DONT KNOW I MEAN THE STORY WAS THERE BUT SIGH I DONT KNOW,Negative,-1.4
BUT IT WAS JUST IT WAS LIKE IM NOT GONNA EVEN LIE TO YOU GUYS I FELL ASLEEP AROUND THE MIDDLE OF IT AND WOKE UP LIKE WHAT JUST HAPPENED,Negative,-2.6
UH JOHNNY DEPP DOING THE VOICE WAS FANTASTIC,Positive,2.6
IT WASNT THERE,Negative,-1.8
UM ITS ONE OF THOSE MOVIES WHERE MOST OF THE FUNNY PARTS ARE IN THE COMMERCIAL YOU KNOW YOUVE SEEN THE COMMERCIAL SO MANY TIMES THAT THAT PART ISNT EVEN FUNNY ANYMORE AND THEN YOURE WONDERING WHERE THE HELL IS THE REST OF IT,Negative,-2.2
THE VOICE ACTING WAS PHENOMENAL,Positive,2.8
IT JUST WASNT IT DI DID NOT WORK FOR ME,Negative,-2.0
IT WAS SO BAD I JUST DID NOT ENJOY IT,Negative,-2.8
BUT THE THE ACTUAL STORY LINE WAS JUST TERRIBLE,Negative,-2.2
IM NOT EVEN KIDDING I WENT WITH A BUNCH OF FRIENDS AND A MOVIES SUPPOSED TO BE TEN TIMES BETTER WHEN YOURE WITH A BUNCH OF FRIENDS,Negative,-1.8
UH I WILL I WILL ACTUALLY SAY THIS RIGHT NOW IT WAS A GOOD WASTE OF LIKE 12,Positive,0.2
AND THE TWO OTHERS WERE JUST BORED,Negative,-1.8
AND UH MY FRIEND NEXT TO ME FELL ASLEEP,Negative,-1.4
I UH JESUS I DONT KNOW IT WAS SIGH ITS SAD THOUGH BECAUSE I EXPECTED SO MUCH MO,Negative,-2.0
MIRANDA MIRANDA WAS ALWAYS ONE OF THE BEST CHARACTERS,Positive,1.2
AND LET ME TELL YOU IT SURPASSED ITSELF,Positive,1.2
THIS MOVIE ISNT JUST BAD ITS DIABOLICAL,Negative,-1.8
IT REACHED THE NEW HIGHTS OF HORRENDOUS,Negative,-2.4
ALSO IF YOURE A STREIGHT MAN AND YOU VOLUNTARILY WILLINGLY GOO AND SEE THIS FILM IM GONNA NEED YOU TO LIGHT A CANDLE SAY A PRAYER AND ASK YOURSELF SOME QUESTIONS,Negative,-1.4
FIRST LET ME JUST SAY I SAW QUITE A FEW GUYS AT THE CINEMA WHO CLEARLY BEEN DRAGGED THERE BY THE GIRLFRIENDS AND TO THOSE GUYS I SAY WOULD YOU LIKE ME TO SEW YOUR BALLS BACK ON FOR YOU,Negative,-2.2
WHERE THE PROBLEM WITH THAT LIES NOT ENTIRELY SURE,Negative,-1.2
THIS IS REALLY JUST A CONTINUATION OF THE FIRST FILM,Neutral,0.0
I DONT KNOW IF CHARLOTTE STARTED ON MADE ME NEVER WANT TO HAVE KIDS OR NEVER WANT TO HAVE RICH FRIENDS,Negative,-1.4
LET ME SEE IF I CAN RUSTLE UP SOME SYMPHATY YEAH IVE GOT NOTHING,Negative,-2.2
AND HE DELIVERS A LOT OF INTENSITY,Positive,1.6
HE IS AVERAGE,Positive,0.2
AND ITS SH SO SHORT LIVED HE BARELY NEEDS TO EVEN BE THERE,Negative,-1.4
UH STORMSHADOW IS VERY COOL,Positive,2.0
HIS FIGHT SEQUENCES ARE VERY NEAT,Positive,2.0
AND HE REALLY SEEMS TO BE CHANNELING MICHAEL BAY IN THIS MOVIE,Neutral,0.0
AND ITS REALLY GLOSSED OVER WITH LOTS OF STUNNING SPECIAL EFFECTS AND BIG EXPLOSIONS,Positive,0.8
THE PLOT HAS THE CONSISTENCY OF SWISS CHEESE,Negative,-1.6
I FEEL LIKE IT ALMOST SHOULD HAVE HAD A G RATING,Negative,-0.4
SIGH ALL IN ALL ITS KIND OF A DISAPPOINTMENT TO ANY OF US WHO GREW UP IN THE 80S AND ARE USED TO THE TOYS IN THE CARTOON,Negative,-1.6
AND I HATE TO SAY THAT,Negative,-1.0
IT WAS REALLY KIND OF DUMB DOWN FOR US,Negative,-1.4
BUT IF YOU ARE A CHILD WHO GREW UP IN THAT TIME PERIOD YOURE NOT GOING TO ENJOY THIS MOVIE VERY MUCH,Negative,-2.2
I THINK YOU WILL REALLY LOVE THIS MOVIE IF YOU ARE 8,Positive,2.0
AND ALL I CAN IS HES A PRETTY AVERAGE GUY,Neutral,0.0
BECAUSE THEY ARENT PLAYING TO YOU THEYRE PLAYING TO A NEW AUDIENCE OF KIDS WHO DONT KNOW ANYTHING ABOUT THESE CHARACTERS IN THE FIRST PLACE,Negative,-1.0
MARLON WAYANS KIND OF PLAYS A WATERED DOWN VERSION OF HIMSELF FROM OTHER MOVIES,Negative,-1.0
I DONT REALLY FEEL ANY EMOTIONAL PULL FROM HIM IN THIS MOVIE,Negative,-1.4
AND HES PRETTY AVERAGE TOO,Negative,-0.6
HE DOES SOME STEREOTYPICAL THINGS LIKE TALKING UH ABOUT BUSTING A CAP WHILE FLYING AN AIRPLANE,Positive,0.2
AND SO THATS PRETTY ENTERTAINING,Positive,1.6
THE TWO WOMEN IN THIS MOVIE ARE PARTICULARLY GOOD LOOKING,Positive,1.4
AND HIS PERFORMANCE IS CAMPY AND COMES OFF AS AN ARMY CHEERLEADER SOME OF THE TIME,Negative,-2.0
THIS IS A REALLY BIG MOVIE FOR THEIR CAREERS BECAUSE I HAVENT REALLY SEEN THEM IN A LOT OF BIG MOVIES,Positive,1.2
IT WAS CUTE YOU KNOW THE ACTORS DID A GREAT JOB BRINGING THE SMURFS TO LIFE SUCH AS JOE GEORGE LOPEZ NEIL PATRICK HARRIS KATY PERRY AND A FOURTH,Positive,0.8
OTHER THAN THAT IT WAS A GOOD MOVIE,Positive,1.25
BUT I HAD A FEW PROBLEMS SO I DIDNT LOVE IT I LIKED IT,Positive,1.25
IT WAS A GREAT MOVIE AND I LOVED IT,Positive,2.8
THREE STARS FOR SMURFS AND STAY SMURFY EVERYONE,Positive,0.8
BUT IT WAS A GOOD MOVIE,Positive,1.2
ONLY BECAUSE IT WAS VERY PREDICTABLE VERY PREDICTABLE,Negative,-1.2
ID GIVE IT THREE STARS,Positive,1.0
THAT UM I GUESS THE ONLY OTHER PROBLEM I HAD WITH IT WAS THAT UM THE JOKES WERE REALLY CHEESY,Negative,-1.8
BUT VERY PREDICTABLE,Negative,-1.5
SO IF THATS THE CASE THEN YOU SHOULD SEE THIS MOVIE IF YOU REALLY LIKE CHEESY JOKES PREDICTABLE MOVIES BUT OTHER THAN THAT IT WAS A PERFECT FAMILY MOVIE,Positive,0.6
I DONT LIKE CHEESY JOKES BUT CHEESY JOKES ARE MOST TIMES FUNNY CUZ THEYRE REALLY BAD,Neutral,0.0
BEYOND THIS AGE THE PROBLEM I HAD WITH THE MOVIE THEATRE IS THERE WERE KIDS CRYING THE WHOLE TIME AND WHISPERING XXX DOES BABY CRYING GET ON YOUR NERVES EVER IF IT DOES WOULDNT RECOMMEND GOING TO THIS MOVIE CUZ THERES A BUNCH OF KIDS OR SNEAK INTO A REALLY LATE SHOWING CUZ I DONT THINK KIDS ARE GOING TO BE OUT THAT LATE BUT THATS THE ONLY PROBLEM I HAD WITH IT,Negative,-1.4
I WOULD DEFINITELY TAKE 8 OR YOUNGER KIDS TO THAT MOVIE ITS A DEFINITE FAMILY MOVIE,Positive,0.6
ALTHOUGH WHAT IT DID DO WAS INTERESTING BUT I BUT IT DIDNT MAKE SENSE,Positive,0.6
BUT ITS JUST A LITTLE WEAK OVERALL FOR ME THAN WE WERE LOOKING FORWARD TO HIM AND HE WAS GONE QUICKLY,Negative,-1.6
JUST LIKE ONE OF THE GIRLS TELLS THE EXACT STORY OF THE FIRST MOVIE,Negative,-1.4
HE CO LAURENCE FISHBURNE COMES IN AND TELLS THE CHARACTERS THINGS THAT ONLY SCREEN WRITERS SHOULDVE KNOWN ABOUT WHICH GIVES A LITTLE MORE OF F FONY FEEL THIS WHOLE THING,Negative,-2.0
IT DOSENT GIVE AN GIVE ANY INSIGHT OR HELP ITS JUST MAKE THEM SEEM LIKE SHE SA SHE SAW THE FIRST MOVIE,Negative,-1.4
ITS A POINTLESS SCENE FOR THE AUDIENCE AND THE CHARACTERS,Negative,-2.0
IN FINALE I WOULD ONLY RECOMMEND THIS MOVIE FOR A RENTAL NON IN THEATER BECAUSE ITS A LOW GRADE SEQUAL TO THE 87TH VERSION AND ONLY IF YOU LIKE THE SERIES,Negative,-1.6
NOTHING NEW IS BROUGHT IN THOSE PREDATOR SERIES NO SURPRISES NO BIG TWIST NO FINISH,Negative,-2.4
ALTHOUGHT WHAT WASNT THE SAME WAS THE CONNECTION TO EACH OTHER WHICH FIRST MOVIE HAD AND THIS ONE NOT,Negative,-1.2
I LIKE TO TEASE SOME MYSTERY AND GREAT PLOT WHAT COULDVE BEEN BUT THAN ALL IS EXPLAINED AND DISPPEARES TEN MINUTES LATER ITS JUST A CLEAR REMAKE OF PREDATOR FROM BACK IN 1997 WITH THE PREMISE BEING ALMOST IDENTICAL,Negative,-1.8
YOU DONT SEE ANY OF THE PERSONALITIES WHEN ONE DIES YOU DONT MOURN OVER THAM AN YOU DONT GET AN ATTACHMENT TO ANYBODY,Negative,-2.0
